date,日期,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级
839,2024-04-18 周四,19.0,2.0,3,1,8,3,54,2
840,2024-04-19 周五,13.0,1.0,1,1,8,4,44,1
841,2024-04-20 周六,16.0,3.0,3,2,4,3,131,3
842,2024-04-21 周日,21.0,10.0,2,2,5,3,134,3
843,2024-04-22 周一,22.0,8.0,2,5,5,4,155,4
844,2024-04-23 周二,17.0,8.0,3,2,1,1,55,2
845,2024-04-24 周三,19.0,10.0,3,2,6,3,61,2
846,2024-04-25 周四,19.0,7.0,3,2,7,4,47,1
847,2024-04-26 周五,17.0,8.0,3,2,8,3,37,1
848,2024-04-27 周六,16.0,4.0,3,2,8,3,39,1
849,2024-04-28 周日,13.0,2.0,3,1,1,3,48,1
850,2024-04-29 周一,14.0,5.0,3,2,2,2,69,2
851,2024-04-30 周二,18.0,7.0,3,1,6,2,68,2
